ScheduleID,StoreID,EmployeeName,ShiftDate,ShiftStart,ShiftEnd,RowHash
a86ed808-12fc-45ba-bd0a-1ec5bfe14470,333b2789-e4a7-48c8-a757-1f8cc41273a5,Stephanie Martin,2025-05-16,09:00:00,17:00:00,9e45900c096ba366549d8053a3626cd1
5e47af8f-80cb-40ba-8ca8-7060663c480a,40bcc72f-da6d-42c1-950c-490e47205fbf,David Chandler,2025-05-27,09:00:00,17:00:00,d121e07760f1754e37373a932ff9496b
cc725d62-0847-4420-8b97-4a61ec3d4411,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,Kevin Ponce,2025-05-13,09:00:00,17:00:00,2015d50e004cb23e5eccaa551c08dbeb
212a86fc-dcde-4512-aa2c-0a500cb00340,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,Christine Anderson,2025-06-02,09:00:00,17:00:00,b4659aeb1b5237dba5bbd0f966811e49
9204e86d-1745-49c0-878a-493aaf8f5635,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,Alexander Garcia,2025-05-15,09:00:00,17:00:00,9e4101ae243f6ff939dd0a42e8c4687d
c373a755-f150-4b79-b127-4c098d73f834,44f20b1d-8a8b-4c64-94be-29c1042122c7,Christy Hayes,2025-06-05,09:00:00,17:00:00,c724cd48f4e0b14324f26188d8bceda8
646849d6-a6a5-4833-83ac-3543a43ad38b,c534a652-7287-4226-9684-b4f9b8cde1c8,John Weaver,2025-05-15,09:00:00,17:00:00,553299b48586072c04ce22d891b2d68c
b181b832-ae45-4be4-b009-0e1790665ec4,1013921c-4a66-4cb0-8c1c-423b78fed26d,April Lopez,2025-05-17,09:00:00,17:00:00,a10f33219fdbecf2180fd3b14e1b332d
41dfd7c8-d8ec-4e59-833e-ee3e1798b387,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,Patty Gomez,2025-06-10,09:00:00,17:00:00,640a1dc0650410c350e912835a242546
ddf4e5d1-9657-4862-836e-e88b21560c66,333b2789-e4a7-48c8-a757-1f8cc41273a5,Charles Johnson Jr.,2025-05-20,09:00:00,17:00:00,759392ce6a965f141e429ad9220aab13
ccfcc512-5a8d-46d3-b376-fc8e7fa7a957,02ebd4fe-8110-47e3-b59e-f71c08a5144a,Richard Taylor,2025-05-17,09:00:00,17:00:00,b7399fe46a211232ab2c95ad18057fbd
d2dd6199-aecc-41c9-b95e-3ea62bd0b9ba,01ba8c95-22e4-4f8e-bdd7-367531b7e260,Anthony Sandoval,2025-05-25,09:00:00,17:00:00,d1f673fd85249930ed5ab4ed7ca86cca
fb362722-2b63-414c-b401-838add0f66b8,53a7cd91-a001-4320-ae57-b6b9f276f171,Jeremy Owens,2025-05-19,09:00:00,17:00:00,88a44b76cd3ea01e959faab31f88b720
59f00c76-316c-4f22-9770-4b42da1b6902,20d89646-1959-4624-8d20-117e253bb496,Stephen Maldonado,2025-05-26,09:00:00,17:00:00,2b7ffee7bdb25c935f04d1d4e35e5d81
d12a4e04-509b-46e5-8da5-4c0bcf50d57e,5da11b57-c618-419f-be8e-0fa9ae30450b,Eric Wagner,2025-05-13,09:00:00,17:00:00,4b0430c87b54f3227f6ba6451096d7f5
f26057e9-6950-4d79-b7ac-1e6a4c86a2a0,8b31192f-b40f-4af5-9186-67a1c00ccbee,Veronica Baker,2025-05-29,09:00:00,17:00:00,31013df5ffaf99ddd5d386380f841572
925b4ef7-d551-4d3a-beac-475ceda2b74a,149569d3-15a3-47a5-82cf-6209374d0993,Jeffrey Adams,2025-05-29,09:00:00,17:00:00,5e4b05088257d628f1ea7a4795aec422
6821ed49-f1ef-4e38-b306-9d2da10969c2,02ebd4fe-8110-47e3-b59e-f71c08a5144a,Diana Farrell,2025-06-04,09:00:00,17:00:00,a11d88ba3566cdb0e448ece735b22696
512ca1e1-fd5c-405b-a25d-c2a37422463b,01ba8c95-22e4-4f8e-bdd7-367531b7e260,Mark Garcia,2025-05-12,09:00:00,17:00:00,87d7fd95533fecd681717c4c98ea82c4
494e08a7-28a8-4f16-886a-31ba11c82806,df99028a-fd06-4f32-a469-8dcb7c6a79c8,Jacqueline Kramer,2025-05-30,09:00:00,17:00:00,9e95963192f106c51dbc7355ece56c2f
01e68b90-2211-4af3-99c2-104cf5449584,20d89646-1959-4624-8d20-117e253bb496,Jeffrey English Jr.,2025-06-06,09:00:00,17:00:00,49a2b2f22522cd375645eb43346b0802
7dcee4ec-cd5f-472f-bda9-a3ff126ecb39,82f970cd-6a18-4d47-8f81-163e2998abd1,Ronald Grant,2025-05-23,09:00:00,17:00:00,db3200d8679e2580d55163e3f306c163
5dbe0590-c4a2-4973-96b6-38e3a1ea66a8,49b14348-e197-4620-b56a-1d0c5ba462eb,John Rivers,2025-06-02,09:00:00,17:00:00,312f8602b7900fa929cec3ceaec0cbce
f131af06-59de-4a5d-a481-2b1bdc867f70,5b53a8e5-df2e-45b5-8540-0f33354600c4,Casey Garza,2025-05-23,09:00:00,17:00:00,f627a771326d980381da61dc612ebfbb
c9109316-0552-4222-8e78-ca8ee1dbde62,35136aa1-c8a8-4039-870f-c761e80fe8cf,Devin Smith,2025-05-14,09:00:00,17:00:00,8be4980d68dd7f886dba19d91d2c5426
b645c962-2f64-4ade-8510-9b070cf2ab76,c49e299b-895b-4fad-b361-879cec70a5dd,David Richards,2025-05-21,09:00:00,17:00:00,70f0520acce9aa27f6479c703f94ac63
c98983b4-25e3-446e-8040-5aa39d802581,c534a652-7287-4226-9684-b4f9b8cde1c8,Ryan Palmer,2025-06-09,09:00:00,17:00:00,373cd7ecddeec86f48a95228a25ebb91
0f791d9b-9534-4233-b9ff-cf0e82a6255d,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,Sydney Burnett,2025-06-03,09:00:00,17:00:00,ee5d850e001ffa2a23cefd29a281cda5
72e683a2-bd6b-427f-86f8-9b3f9b8b2c42,5da11b57-c618-419f-be8e-0fa9ae30450b,Dawn Campos,2025-05-26,09:00:00,17:00:00,7139b20580455065ee00908a7e74a6be
3126f7ed-9400-491c-bdf8-d7abeca357b3,ba82a1a7-81e2-411e-bc68-6dde763ff558,Amy Patel,2025-06-03,09:00:00,17:00:00,7e02692515a506a8598752cd23400e7d
88821121-6dee-46a5-a763-1722e78bc2e1,df99028a-fd06-4f32-a469-8dcb7c6a79c8,Samantha Campbell,2025-06-04,09:00:00,17:00:00,c4436d767fb6cdad51dbee47da316a18
fef5d59d-84a0-4b02-a5e3-0ad690e081ba,bbf68760-7734-406b-b254-cf19c1d58175,Michael May,2025-06-01,09:00:00,17:00:00,50fb111b08cad9a7b778943cfbe18b46
353c539f-d88d-4346-8561-877c80183a1a,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,Julie Gonzalez,2025-06-06,09:00:00,17:00:00,40ac52da501f53f6e9ee610c8952462a
9491b271-55d7-4f22-8364-45753a14a2cc,82f970cd-6a18-4d47-8f81-163e2998abd1,Morgan Vargas,2025-05-30,09:00:00,17:00:00,0e9f4602d704724c30aef3756a4c60fc
c711a130-5f83-4417-b38b-cb3b3e76d653,149569d3-15a3-47a5-82cf-6209374d0993,Melanie Cox,2025-06-03,09:00:00,17:00:00,518776e9b6fd472748536458806e5c65
afe75cd8-b27b-4f1b-8756-7cc9704c6994,08468168-f14f-4e24-a000-22dc8424a0e8,Kaylee Williams,2025-05-18,09:00:00,17:00:00,0735a56b626cafbbe569b2b3c999dd7a
c4428557-d558-41dd-89ae-9a665627aeef,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,Andrew Hendricks,2025-05-17,09:00:00,17:00:00,6fc6f470fca3f59bafb6e3dc6e7b2d45
1ac82af1-3f7b-4321-8140-f5573470cf18,5b53a8e5-df2e-45b5-8540-0f33354600c4,Laura Donovan,2025-05-19,09:00:00,17:00:00,f37f053ea326e4ac3272ee74e4cdfa02
188d84b2-22bd-4301-b2da-19530d1a80a2,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,Nicholas Gomez,2025-05-22,09:00:00,17:00:00,6d526d1e3b06fafa4edcbf9e867f962d
448fa264-4796-4d37-acf3-f3ba1df2638e,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,Heidi Thompson,2025-05-21,09:00:00,17:00:00,a01528abe192c9fd569271e895f7aa85
1ba9204a-d871-4d22-8343-776689bfb987,f7072436-bacf-44d5-86d7-62843ac7e9a9,Katherine Lee,2025-06-09,09:00:00,17:00:00,bc548ae9e7e828331d69524507604e2f
f5ce6f40-14b8-464c-a660-5d1520d9a926,3c890e49-3fa1-4fd1-bdff-9758f10b3478,Tracy Tucker,2025-05-13,09:00:00,17:00:00,fe19391af57a9ec3f2b2ab2faeaff84e
04a73f76-de69-423d-96ea-086a26492112,06164421-d941-41b9-b04c-ae749af454eb,Allison Perry,2025-05-30,09:00:00,17:00:00,bf21ec160321d76d354dbaf7e18fc19b
50ea0352-6151-416d-9274-c2b01795d6b5,581f6795-d78d-48bb-906a-803db42b5308,Gregory Taylor,2025-05-26,09:00:00,17:00:00,5125aaf54fa97dfee1b39e5e026ad9d5
07b005b8-ff73-4120-800e-51192bb1a9b7,bea13524-4693-4864-b4f0-c2ba929b6598,Steven Palmer,2025-05-15,09:00:00,17:00:00,325bb11f57f46e11d1e0c238800e0b28
84aebeed-06c1-432e-8818-096710ab4c9a,35136aa1-c8a8-4039-870f-c761e80fe8cf,Julia Stanley,2025-05-31,09:00:00,17:00:00,1c85b352204652dd18f6275387abc715
f0fd7d6f-d274-4e30-9b87-6e4b52536488,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,Eric Williams,2025-05-29,09:00:00,17:00:00,72729323f224408bf044e6b2f969ca52
a27e31c9-62b2-42b8-b087-85204f5fb6a8,0a2fb1e7-6136-4713-a3ab-d0845186dea8,Kelly Solis,2025-05-22,09:00:00,17:00:00,5204d3f408e39442021274c82533011e
8748cfc6-fb24-4695-bdce-7525bfdb1ba0,1713a6f2-41c1-43a0-8a0b-edcfd1027009,Tony Torres,2025-05-15,09:00:00,17:00:00,f2edfae2e3d6c5ad77de1a516ce01a2d
89d0ccac-2c50-40f8-8a33-389d5d1aeea7,3a5296af-bd13-4a34-a138-aa20dd5c46ba,Lisa Sims,2025-05-25,09:00:00,17:00:00,d8b24163203c07b948df81deb061d5ab
784f711d-6839-476c-84c4-1fbe41a1f4b6,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,Laura Ross,2025-06-05,09:00:00,17:00:00,83b85666956141e6680004d40cc5c29c
